original_text,predicted_specialization,cleaned_text
"восстановить генератор, главный, давай!",Капитан,"восстановить генератор, главный, давай!"
"Слушай, Главный, смазать петли немедленно!",Капитан,"Слушай, Главный, смазать петли немедленно!"
"Слушай, устранить утечку, главный!",Капитан,"Слушай, устранить утечку, главный!"
"Давай, Главный, устранить утечку побыстрее!",Капитан,"Давай, Главный, устранить утечку побыстрее!"
"Срочно, Главный, смазать петли",Капитан,"Срочно, Главный, смазать петли"
"Живо, смазать петли, главный!",Капитан,"Живо, смазать петли, главный!"
"восстановить генератор, главный, живо!",Капитан,"восстановить генератор, главный, живо!"
"Эй, проверить питание, главный!",Капитан,"Эй, проверить питание, главный!"
"Смазать петли — командир, срочно!",Капитан,"Смазать петли — командир, срочно!"
"Починить систему охлаждения — главный, быстрее!",Капитан,"Починить систему охлаждения — главный, быстрее!"
"Быстрее! смазать петли, капитан!",Капитан,"Быстрее! смазать петли, !"
"Живо, смазать петли, главный!",Капитан,"Живо, смазать петли, главный!"
"Живо, Главный, наладить электронику без промедления!",Капитан,"Живо, Главный, наладить электронику без промедления!"
"Быстрее! проверить предохранители, капитан!",Капитан,"Быстрее! проверить предохранители, !"
"проверить предохранители, командир, ну!",Капитан,"проверить предохранители, командир, ну!"
"Капитан, смазать петли побыстрее!",Капитан,смазать петли побыстрее!
"починить вентиляцию, главный, слушай!",Капитан,"починить вентиляцию, главный, слушай!"
"Ну, проверить предохранители, главный!",Капитан,"Ну, проверить предохранители, главный!"
"Капитан, восстановить генератор срочно!",Капитан,восстановить генератор срочно!
"Главный, устранить утечку побыстрее!",Капитан,"Главный, устранить утечку побыстрее!"
"проверить предохранители, командир, срочно!",Капитан,"проверить предохранители, командир, срочно!"
"проверить питание, главный, быстрее!",Капитан,"проверить питание, главный, быстрее!"
"Капитан, наладить электронику живо!",Капитан,наладить электронику живо!
"Слушай! проверить предохранители, капитан!",Капитан,"Слушай! проверить предохранители, !"
"Давай, Командир, проверить предохранители побыстрее!",Капитан,"Давай, Командир, проверить предохранители побыстрее!"
"Капитан, переподключить провода быстро!",Капитан,переподключить провода быстро!
"Главный, проверить питание срочно!",Капитан,"Главный, проверить питание срочно!"
"Давай, Капитан, проверить питание побыстрее!",Капитан,"Давай, проверить питание побыстрее!"
"Главный, наладить электронику срочно!",Капитан,"Главный, наладить электронику срочно!"
"Починить систему охлаждения — главный, эй!",Капитан,"Починить систему охлаждения — главный, эй!"
"Капитан, смазать петли живо!",Капитан,смазать петли живо!
"Капитан, заменить модуль срочно!",Капитан,заменить модуль срочно!
"Ну! восстановить генератор, командир!",Капитан,"Ну! восстановить генератор, командир!"
"восстановить генератор, капитан, давай!",Капитан,"восстановить генератор, давай!"
"Эй, Главный, смазать петли быстро!",Капитан,"Эй, Главный, смазать петли быстро!"
"Слушай, Командир, смазать петли быстро!",Капитан,"Слушай, Командир, смазать петли быстро!"
"починить систему охлаждения, командир, быстрее!",Капитан,"починить систему охлаждения, командир, быстрее!"
"Переподключить провода — главный, ну!",Капитан,"Переподключить провода — главный, ну!"
"Срочно, восстановить генератор, капитан!",Капитан,"Срочно, восстановить генератор, !"
"заменить модуль, главный, эй!",Капитан,"заменить модуль, главный, эй!"
"Ну, устранить утечку, командир!",Капитан,"Ну, устранить утечку, командир!"
"Проверить предохранители — главный, срочно!",Капитан,"Проверить предохранители — главный, срочно!"
"устранить утечку, командир, живо!",Капитан,"устранить утечку, командир, живо!"
"Быстрее, устранить утечку, страж!",Охранник,"Быстрее, устранить утечку, страж!"
"Проверить предохранители — охранник, живо!",Охранник,Проверить предохранители — живо!
"Смазать петли — охранник, живо!",Охранник,Смазать петли — живо!
"Давай, Страж, переподключить провода",Охранник,"Давай, Страж, переподключить провода"
"Срочно! восстановить генератор, страж!",Охранник,"Срочно! восстановить генератор, страж!"
"Эй, Охранник, проверить предохранители без промедления!",Охранник,"Эй, проверить предохранители без промедления!"
"Страж, проверить предохранители срочно!",Охранник,"Страж, проверить предохранители срочно!"
"Эй! проверить питание, боец!",Охранник,"Эй! проверить питание, боец!"
"Срочно, Страж, наладить электронику живо!",Охранник,"Срочно, Страж, наладить электронику живо!"
"Срочно, Страж, починить вентиляцию побыстрее!",Охранник,"Срочно, Страж, починить вентиляцию побыстрее!"
"Боец, починить систему охлаждения",Охранник,"Боец, починить систему охлаждения"
"Починить систему охлаждения — боец, слушай!",Охранник,"Починить систему охлаждения — боец, слушай!"
"Эй, наладить электронику, страж!",Охранник,"Эй, наладить электронику, страж!"
"Страж, починить вентиляцию сейчас!",Охранник,"Страж, починить вентиляцию сейчас!"
"заменить модуль, страж, слушай!",Охранник,"заменить модуль, страж, слушай!"
"Слушай! переподключить провода, боец!",Охранник,"Слушай! переподключить провода, боец!"
"Давай, Охранник, проверить предохранители без промедления!",Охранник,"Давай, проверить предохранители без промедления!"
"проверить предохранители, охранник, давай!",Охранник,"проверить предохранители, давай!"
"Страж, проверить питание срочно!",Охранник,"Страж, проверить питание срочно!"
"проверить предохранители, страж, живо!",Охранник,"проверить предохранители, страж, живо!"
"Срочно, починить вентиляцию, страж!",Охранник,"Срочно, починить вентиляцию, страж!"
"Переподключить провода — боец, ну!",Охранник,"Переподключить провода — боец, ну!"
"Давай! устранить утечку, охранник!",Охранник,"Давай! устранить утечку, !"
"Страж, починить вентиляцию живо!",Охранник,"Страж, починить вентиляцию живо!"
"Страж, починить систему охлаждения",Охранник,"Страж, починить систему охлаждения"
"Наладить электронику — охранник, быстрее!",Охранник,Наладить электронику — быстрее!
"Живо, Страж, устранить утечку сейчас!",Охранник,"Живо, Страж, устранить утечку сейчас!"
"Ну! смазать петли, охранник!",Охранник,"Ну! смазать петли, !"
"Охранник, переподключить провода немедленно!",Охранник,переподключить провода немедленно!
"Срочно! починить вентиляцию, охранник!",Охранник,"Срочно! починить вентиляцию, !"
"Давай! проверить предохранители, страж!",Охранник,"Давай! проверить предохранители, страж!"
"Быстрее! наладить электронику, боец!",Охранник,"Быстрее! наладить электронику, боец!"
"Охранник, восстановить генератор сейчас!",Охранник,восстановить генератор сейчас!
"Живо, Боец, починить вентиляцию живо!",Охранник,"Живо, Боец, починить вентиляцию живо!"
"устранить утечку, охранник, эй!",Охранник,"устранить утечку, эй!"
"проверить питание, страж, быстрее!",Охранник,"проверить питание, страж, быстрее!"
"Живо! устранить утечку, боец!",Охранник,"Живо! устранить утечку, боец!"
"Слушай! устранить утечку, охранник!",Охранник,"Слушай! устранить утечку, !"
"Эй! проверить питание, боец!",Охранник,"Эй! проверить питание, боец!"
"Слушай, смазать петли, боец!",Охранник,"Слушай, смазать петли, боец!"
"Срочно, заменить модуль, страж!",Охранник,"Срочно, заменить модуль, страж!"
"Давай, Страж, восстановить генератор",Охранник,"Давай, Страж, восстановить генератор"
"переподключить провода, охранник, живо!",Охранник,"переподключить провода, живо!"
"Быстрее, Страж, устранить утечку срочно!",Охранник,"Быстрее, Страж, устранить утечку срочно!"
"Давай! устранить утечку, боец!",Охранник,"Давай! устранить утечку, боец!"
"переподключить провода, страж, живо!",Охранник,"переподключить провода, страж, живо!"
"Живо! починить систему охлаждения, страж!",Охранник,"Живо! починить систему охлаждения, страж!"
"проверить питание, охранник, эй!",Охранник,"проверить питание, эй!"
"починить систему охлаждения, страж, ну!",Охранник,"починить систему охлаждения, страж, ну!"
"Срочно! устранить утечку, охранник!",Охранник,"Срочно! устранить утечку, !"
"проверить предохранители, охранник, срочно!",Охранник,"проверить предохранители, срочно!"
"наладить электронику, охранник, слушай!",Охранник,"наладить электронику, слушай!"
"Живо! восстановить генератор, боец!",Охранник,"Живо! восстановить генератор, боец!"
"Ну, проверить предохранители, охранник!",Охранник,"Ну, проверить предохранители, !"
"Охранник, проверить предохранители",Охранник,проверить предохранители
"переподключить провода, боец, живо!",Охранник,"переподключить провода, боец, живо!"
"Эй, Страж, наладить электронику",Охранник,"Эй, Страж, наладить электронику"
"Живо, переподключить провода, боец!",Охранник,"Живо, переподключить провода, боец!"
"Давай, проверить питание, боец!",Охранник,"Давай, проверить питание, боец!"
"заменить модуль, охранник, эй!",Охранник,"заменить модуль, эй!"
"Эй, проверить питание, боец!",Охранник,"Эй, проверить питание, боец!"
"Заменить модуль — страж, ну!",Охранник,"Заменить модуль — страж, ну!"
"Быстрее, Боец, проверить питание без промедления!",Охранник,"Быстрее, Боец, проверить питание без промедления!"
"Починить вентиляцию — охранник, ну!",Охранник,Починить вентиляцию — ну!
"Смазать петли — страж, быстрее!",Охранник,"Смазать петли — страж, быстрее!"
"Живо, починить систему охлаждения, охранник!",Охранник,"Живо, починить систему охлаждения, !"
"Боец, проверить предохранители живо!",Охранник,"Боец, проверить предохранители живо!"
"Давай! наладить электронику, боец!",Охранник,"Давай! наладить электронику, боец!"
"Живо, Охранник, проверить питание без промедления!",Охранник,"Живо, проверить питание без промедления!"
"Живо! проверить предохранители, охранник!",Охранник,"Живо! проверить предохранители, !"
"Живо, переподключить провода, охранник!",Охранник,"Живо, переподключить провода, !"
"Страж, проверить предохранители живо!",Охранник,"Страж, проверить предохранители живо!"
"Наладить электронику — охранник, ну!",Охранник,Наладить электронику — ну!
"Наладить электронику — охранник, быстрее!",Охранник,Наладить электронику — быстрее!
"Живо, проверить питание, охранник!",Охранник,"Живо, проверить питание, !"
"Ну, Боец, починить вентиляцию живо!",Охранник,"Ну, Боец, починить вентиляцию живо!"
"проверить питание, страж, эй!",Охранник,"проверить питание, страж, эй!"
"проверить питание, страж, давай!",Охранник,"проверить питание, страж, давай!"
"Ну, проверить питание, боец!",Охранник,"Ну, проверить питание, боец!"
"Давай, Охранник, смазать петли побыстрее!",Охранник,"Давай, смазать петли побыстрее!"
"Живо, Боец, наладить электронику быстро!",Охранник,"Живо, Боец, наладить электронику быстро!"
"Эй, Страж, проверить предохранители немедленно!",Охранник,"Эй, Страж, проверить предохранители немедленно!"
"Страж, восстановить генератор немедленно!",Охранник,"Страж, восстановить генератор немедленно!"
"Охранник, заменить модуль живо!",Охранник,заменить модуль живо!
"наладить электронику, страж, давай!",Охранник,"наладить электронику, страж, давай!"
"Срочно! починить систему охлаждения, боец!",Охранник,"Срочно! починить систему охлаждения, боец!"
"Переподключить провода — охранник, ну!",Охранник,Переподключить провода — ну!
"Быстрее, переподключить провода, боец!",Охранник,"Быстрее, переподключить провода, боец!"
"Ну, Боец, смазать петли",Охранник,"Ну, Боец, смазать петли"
"Слушай! устранить утечку, боец!",Охранник,"Слушай! устранить утечку, боец!"
"Эй! смазать петли, боец!",Охранник,"Эй! смазать петли, боец!"
"Срочно, починить систему охлаждения, страж!",Охранник,"Срочно, починить систему охлаждения, страж!"
"Боец, проверить предохранители без промедления!",Охранник,"Боец, проверить предохранители без промедления!"
"Срочно! наладить электронику, охранник!",Охранник,"Срочно! наладить электронику, !"
"Живо, смазать петли, страж!",Охранник,"Живо, смазать петли, страж!"
"Охранник, починить вентиляцию без промедления!",Охранник,починить вентиляцию без промедления!
"Ну! смазать петли, охранник!",Охранник,"Ну! смазать петли, !"
"смазать петли, охранник, слушай!",Охранник,"смазать петли, слушай!"
"Эй, Боец, устранить утечку",Охранник,"Эй, Боец, устранить утечку"
"Живо! проверить питание, страж!",Охранник,"Живо! проверить питание, страж!"
"Заменить модуль — врач, срочно!",Медик,Заменить модуль — срочно!
"смазать петли, врач, слушай!",Медик,"смазать петли, слушай!"
"Слушай, Медик, устранить утечку без промедления!",Медик,"Слушай, устранить утечку без промедления!"
"Ну, Медик, проверить питание срочно!",Медик,"Ну, проверить питание срочно!"
"Быстрее, смазать петли, врач!",Медик,"Быстрее, смазать петли, !"
"Док, устранить утечку немедленно!",Медик,устранить утечку немедленно!
"Эй! заменить модуль, док!",Медик,"Эй! заменить модуль, !"
"наладить электронику, док, эй!",Медик,"наладить электронику, эй!"
"Живо! устранить утечку, врач!",Медик,"Живо! устранить утечку, !"
"Срочно! восстановить генератор, док!",Медик,"Срочно! восстановить генератор, !"
"Врач, заменить модуль сейчас!",Медик,заменить модуль сейчас!
"Живо! проверить предохранители, медик!",Медик,"Живо! проверить предохранители, !"
"Давай, починить систему охлаждения, врач!",Медик,"Давай, починить систему охлаждения, !"
"Док, проверить предохранители живо!",Медик,проверить предохранители живо!
"Док, смазать петли живо!",Медик,смазать петли живо!
"смазать петли, врач, ну!",Медик,"смазать петли, ну!"
"Эй! наладить электронику, медик!",Медик,"Эй! наладить электронику, !"
"Ну, переподключить провода, медик!",Медик,"Ну, переподключить провода, !"
"проверить питание, док, срочно!",Медик,"проверить питание, срочно!"
"Медик, починить систему охлаждения быстро!",Медик,починить систему охлаждения быстро!
"Починить вентиляцию — медик, слушай!",Медик,Починить вентиляцию — слушай!
"Живо, Медик, восстановить генератор быстро!",Медик,"Живо, восстановить генератор быстро!"
"Медик, восстановить генератор немедленно!",Медик,восстановить генератор немедленно!
"Слушай, восстановить генератор, врач!",Медик,"Слушай, восстановить генератор, !"
"Слушай! восстановить генератор, док!",Медик,"Слушай! восстановить генератор, !"
"Врач, устранить утечку срочно!",Медик,устранить утечку срочно!
"Срочно, восстановить генератор, врач!",Медик,"Срочно, восстановить генератор, !"
"Эй, Док, переподключить провода срочно!",Медик,"Эй, переподключить провода срочно!"
"наладить электронику, док, срочно!",Медик,"наладить электронику, срочно!"
"Слушай, починить вентиляцию, врач!",Медик,"Слушай, починить вентиляцию, !"
"устранить утечку, док, ну!",Медик,"устранить утечку, ну!"
"Слушай! переподключить провода, врач!",Медик,"Слушай! переподключить провода, !"
"переподключить провода, врач, слушай!",Медик,"переподключить провода, слушай!"
"Срочно! проверить предохранители, док!",Медик,"Срочно! проверить предохранители, !"
"Проверить питание — медик, срочно!",Медик,Проверить питание — срочно!
"Давай, наладить электронику, врач!",Медик,"Давай, наладить электронику, !"
"починить систему охлаждения, медик, давай!",Медик,"починить систему охлаждения, давай!"
"Срочно, Медик, устранить утечку срочно!",Медик,"Срочно, устранить утечку срочно!"
"Живо, проверить питание, док!",Медик,"Живо, проверить питание, !"
"Эй! восстановить генератор, медик!",Медик,"Эй! восстановить генератор, !"
"Срочно, Медик, смазать петли без промедления!",Медик,"Срочно, смазать петли без промедления!"
"Ну! смазать петли, медик!",Медик,"Ну! смазать петли, !"
"Давай! восстановить генератор, медик!",Медик,"Давай! восстановить генератор, !"
"Починить вентиляцию — док, срочно!",Медик,Починить вентиляцию — срочно!
"заменить модуль, медик, эй!",Медик,"заменить модуль, эй!"
"устранить утечку, док, давай!",Медик,"устранить утечку, давай!"
"Срочно! проверить предохранители, медик!",Медик,"Срочно! проверить предохранители, !"
"Живо, Док, восстановить генератор без промедления!",Медик,"Живо, восстановить генератор без промедления!"
"Слушай! починить систему охлаждения, медик!",Медик,"Слушай! починить систему охлаждения, !"
"Давай, переподключить провода, док!",Медик,"Давай, переподключить провода, !"
"переподключить провода, док, слушай!",Медик,"переподключить провода, слушай!"
"Наладить электронику — док, живо!",Медик,Наладить электронику — живо!
"Эй, Врач, заменить модуль живо!",Медик,"Эй, заменить модуль живо!"
"Наладить электронику — медик, ну!",Медик,Наладить электронику — ну!
"Ну! смазать петли, медик!",Медик,"Ну! смазать петли, !"
"Давай! переподключить провода, док!",Медик,"Давай! переподключить провода, !"
"Давай, устранить утечку, док!",Медик,"Давай, устранить утечку, !"
"Проверить питание — док, давай!",Медик,Проверить питание — давай!
"Давай, заменить модуль, медик!",Медик,"Давай, заменить модуль, !"
"Быстрее, устранить утечку, медик!",Медик,"Быстрее, устранить утечку, !"
"Медик, смазать петли сейчас!",Медик,смазать петли сейчас!
"Эй, Док, починить вентиляцию живо!",Медик,"Эй, починить вентиляцию живо!"
"Устранить утечку — док, эй!",Медик,Устранить утечку — эй!
"Проверить предохранители — врач, живо!",Медик,Проверить предохранители — живо!
"Восстановить генератор — медик, срочно!",Медик,Восстановить генератор — срочно!
"Давай, восстановить генератор, медик!",Медик,"Давай, восстановить генератор, !"
"Слушай! проверить питание, врач!",Медик,"Слушай! проверить питание, !"
"Слушай, Врач, устранить утечку быстро!",Медик,"Слушай, устранить утечку быстро!"
"проверить предохранители, медик, срочно!",Медик,"проверить предохранители, срочно!"
"устранить утечку, док, ну!",Медик,"устранить утечку, ну!"
"Врач, восстановить генератор сейчас!",Медик,восстановить генератор сейчас!
"Слушай, Док, переподключить провода живо!",Медик,"Слушай, переподключить провода живо!"
"Заменить модуль — врач, эй!",Медик,Заменить модуль — эй!
"Слушай! устранить утечку, врач!",Медик,"Слушай! устранить утечку, !"
"устранить утечку, док, срочно!",Медик,"устранить утечку, срочно!"
"заменить модуль, док, быстрее!",Медик,"заменить модуль, быстрее!"
"устранить утечку, док, ну!",Медик,"устранить утечку, ну!"
"переподключить провода, медик, эй!",Медик,"переподключить провода, эй!"
"Ну, Док, починить вентиляцию побыстрее!",Медик,"Ну, починить вентиляцию побыстрее!"
"Медик, переподключить провода быстро!",Медик,переподключить провода быстро!
"Срочно, восстановить генератор, док!",Медик,"Срочно, восстановить генератор, !"
"Живо, смазать петли, врач!",Медик,"Живо, смазать петли, !"
"Срочно, проверить предохранители, врач!",Медик,"Срочно, проверить предохранители, !"
"Эй! починить систему охлаждения, врач!",Медик,"Эй! починить систему охлаждения, !"
"Срочно, Врач, проверить питание быстро!",Медик,"Срочно, проверить питание быстро!"
"Восстановить генератор — врач, живо!",Медик,Восстановить генератор — живо!
"переподключить провода, медик, слушай!",Медик,"переподключить провода, слушай!"
"Починить вентиляцию — медик, быстрее!",Медик,Починить вентиляцию — быстрее!
"Давай, Медик, наладить электронику живо!",Медик,"Давай, наладить электронику живо!"
"Слушай! смазать петли, медик!",Медик,"Слушай! смазать петли, !"
"Эй, Медик, починить систему охлаждения быстро!",Медик,"Эй, починить систему охлаждения быстро!"
"Давай, Док, наладить электронику немедленно!",Медик,"Давай, наладить электронику немедленно!"
"Живо, починить вентиляцию, медик!",Медик,"Живо, починить вентиляцию, !"
"Давай! проверить питание, медик!",Медик,"Давай! проверить питание, !"
"Живо! проверить питание, врач!",Медик,"Живо! проверить питание, !"
"восстановить генератор, док, эй!",Медик,"восстановить генератор, эй!"
"Врач, смазать петли без промедления!",Медик,смазать петли без промедления!
"Живо! смазать петли, медик!",Медик,"Живо! смазать петли, !"
"Медик, проверить предохранители сейчас!",Медик,проверить предохранители сейчас!
"Срочно, Док, починить систему охлаждения сейчас!",Медик,"Срочно, починить систему охлаждения сейчас!"
"Смазать петли — техник, срочно!",Инженер,"Смазать петли — техник, срочно!"
"заменить модуль, электрик, давай!",Инженер,"заменить модуль, электрик, давай!"
"Срочно, Инженер, восстановить генератор без промедления!",Инженер,"Срочно, восстановить генератор без промедления!"
"Слушай, смазать петли, электрик!",Инженер,"Слушай, смазать петли, электрик!"
"заменить модуль, инженер, слушай!",Инженер,"заменить модуль, слушай!"
"Заменить модуль — электрик, ну!",Инженер,"Заменить модуль — электрик, ну!"
"устранить утечку, инженер, ну!",Инженер,"устранить утечку, ну!"
"Техник, починить систему охлаждения быстро!",Инженер,"Техник, починить систему охлаждения быстро!"
"Быстрее, Техник, заменить модуль без промедления!",Инженер,"Быстрее, Техник, заменить модуль без промедления!"
"Слушай, Электрик, устранить утечку живо!",Инженер,"Слушай, Электрик, устранить утечку живо!"
"Живо, Техник, починить вентиляцию быстро!",Инженер,"Живо, Техник, починить вентиляцию быстро!"
"заменить модуль, электрик, давай!",Инженер,"заменить модуль, электрик, давай!"
"Срочно, Инженер, починить систему охлаждения сейчас!",Инженер,"Срочно, починить систему охлаждения сейчас!"
"Электрик, заменить модуль живо!",Инженер,"Электрик, заменить модуль живо!"
"Давай, Электрик, проверить предохранители",Инженер,"Давай, Электрик, проверить предохранители"
"Ну, смазать петли, техник!",Инженер,"Ну, смазать петли, техник!"
"Срочно, Техник, проверить питание сейчас!",Инженер,"Срочно, Техник, проверить питание сейчас!"
"Слушай! переподключить провода, техник!",Инженер,"Слушай! переподключить провода, техник!"
"Быстрее, починить вентиляцию, инженер!",Инженер,"Быстрее, починить вентиляцию, !"
"Быстрее, проверить питание, инженер!",Инженер,"Быстрее, проверить питание, !"
"Слушай! починить вентиляцию, инженер!",Инженер,"Слушай! починить вентиляцию, !"
"Давай, проверить предохранители, инженер!",Инженер,"Давай, проверить предохранители, !"
"Срочно, починить вентиляцию, инженер!",Инженер,"Срочно, починить вентиляцию, !"
"Техник, смазать петли сейчас!",Инженер,"Техник, смазать петли сейчас!"
"проверить питание, инженер, давай!",Инженер,"проверить питание, давай!"
"Проверить питание — электрик, срочно!",Инженер,"Проверить питание — электрик, срочно!"
"Эй, Инженер, переподключить провода сейчас!",Инженер,"Эй, переподключить провода сейчас!"
"смазать петли, техник, срочно!",Инженер,"смазать петли, техник, срочно!"
"Срочно, Электрик, починить вентиляцию немедленно!",Инженер,"Срочно, Электрик, починить вентиляцию немедленно!"
"Быстрее! переподключить провода, техник!",Инженер,"Быстрее! переподключить провода, техник!"
"Срочно, устранить утечку, электрик!",Инженер,"Срочно, устранить утечку, электрик!"
"Техник, наладить электронику немедленно!",Инженер,"Техник, наладить электронику немедленно!"
"проверить предохранители, техник, давай!",Инженер,"проверить предохранители, техник, давай!"
"починить систему охлаждения, инженер, срочно!",Инженер,"починить систему охлаждения, срочно!"
"Заменить модуль — электрик, эй!",Инженер,"Заменить модуль — электрик, эй!"
"Ну, Инженер, починить систему охлаждения без промедления!",Инженер,"Ну, починить систему охлаждения без промедления!"
"Быстрее! заменить модуль, инженер!",Инженер,"Быстрее! заменить модуль, !"
"Инженер, проверить предохранители",Инженер,проверить предохранители
"Инженер, проверить питание побыстрее!",Инженер,проверить питание побыстрее!
"Слушай! восстановить генератор, электрик!",Инженер,"Слушай! восстановить генератор, электрик!"
"Инженер, наладить электронику быстро!",Инженер,наладить электронику быстро!
"Электрик, заменить модуль",Инженер,"Электрик, заменить модуль"
"Живо, починить вентиляцию, техник!",Инженер,"Живо, починить вентиляцию, техник!"
"Быстрее, Электрик, наладить электронику побыстрее!",Инженер,"Быстрее, Электрик, наладить электронику побыстрее!"
"починить систему охлаждения, электрик, быстрее!",Инженер,"починить систему охлаждения, электрик, быстрее!"
"Слушай, смазать петли, инженер!",Инженер,"Слушай, смазать петли, !"
"Слушай, проверить питание, техник!",Инженер,"Слушай, проверить питание, техник!"
"Живо! починить вентиляцию, техник!",Инженер,"Живо! починить вентиляцию, техник!"
"Давай, восстановить генератор, техник!",Инженер,"Давай, восстановить генератор, техник!"
"Техник, восстановить генератор побыстрее!",Инженер,"Техник, восстановить генератор побыстрее!"
"проверить питание, техник, давай!",Инженер,"проверить питание, техник, давай!"
"Ну! переподключить провода, электрик!",Инженер,"Ну! переподключить провода, электрик!"
"проверить питание, электрик, эй!",Инженер,"проверить питание, электрик, эй!"
"Эй, наладить электронику, электрик!",Инженер,"Эй, наладить электронику, электрик!"
"Ну, Техник, починить систему охлаждения живо!",Инженер,"Ну, Техник, починить систему охлаждения живо!"
"Эй, Техник, проверить питание живо!",Инженер,"Эй, Техник, проверить питание живо!"
"Починить систему охлаждения — электрик, слушай!",Инженер,"Починить систему охлаждения — электрик, слушай!"
"починить вентиляцию, электрик, ну!",Инженер,"починить вентиляцию, электрик, ну!"
"Живо, Инженер, починить вентиляцию побыстрее!",Инженер,"Живо, починить вентиляцию побыстрее!"
"Слушай, Техник, устранить утечку быстро!",Инженер,"Слушай, Техник, устранить утечку быстро!"
"Ну, Инженер, устранить утечку",Инженер,"Ну, устранить утечку"
"Электрик, восстановить генератор без промедления!",Инженер,"Электрик, восстановить генератор без промедления!"
"переподключить провода, электрик, быстрее!",Инженер,"переподключить провода, электрик, быстрее!"
